ID,Age (1999),Income (1999),Tenure (1999),District (1999),Profit (1999),Profit (2000),Online (1999),Online (2000),Billpay (1999),Billpay (2000)
17323,2,5,9.5,1300,-68,,0,,0,
17324,4,7,7.5,1200,121,-16,1,1,0,0
17325,3,9,6.58,1200,-4,15,0,0,0,0
17326,6,6,9.08,1200,-73,47,1,1,0,0
17327,3,7,21.5,1200,193,280,0,0,0,0
17328,,,5.5,1200,111,-20,0,0,0,0
17329,7,2,0.16,1300,194,198,0,0,0,0
17330,,,2.33,1200,12,,0,,0,
17331,,,4.25,1200,-130,-9,0,0,0,0
17332,4,6,8.58,1200,203,264,0,0,0,0
17333,3,6,4.83,1100,-17,-22,0,0,0,0
17334,7,1,6,1200,-18,-29,0,0,0,0
17335,5,8,20.66,1200,1042,623,1,1,0,0
17336,2,8,2.91,1200,-5,-4,0,0,0,0
17337,4,7,5.66,1200,182,-40,0,0,0,0
17338,2,1,3,1300,-18,-43,0,0,0,0
17339,3,7,0.16,1300,-45,,0,,0,
17340,,,0.5,1200,12,,0,,0,
17341,,,19.25,1200,132,771,0,1,0,0
17342,3,3,11.33,1200,81,32,1,1,1,1
17343,7,1,23.58,1100,1323,,0,,0,
17344,,,0.75,1200,-26,-27,0,0,0,0
17345,,,0.58,1200,-2,,0,,0,
17346,,,0.16,1200,10,,0,,0,
17347,4,5,5.33,1200,-79,263,0,1,0,1
17348,2,4,3.16,1200,-60,-73,1,1,0,0
17349,5,9,5.5,1200,13,372,0,0,0,0
17350,,,3.75,1200,-129,-142,0,0,0,0
17351,,,17.33,1200,-46,,0,,0,
17352,6,4,11.41,1200,450,685,0,0,0,0
17353,,,12.83,1200,109,122,0,0,0,0
17354,4,8,9.5,1300,-3,-3,0,0,0,0
17355,2,1,2.41,1200,-18,-271,0,1,0,0
17356,4,6,18.5,1200,115,,0,,0,
17357,4,7,6.25,1200,-64,-76,0,0,0,0
17358,7,3,19.16,1200,270,188,0,0,0,0
17359,4,,6.66,1200,-36,-15,0,0,0,0
17360,2,6,4,1200,-26,,0,,0,
17361,2,7,11.75,1200,57,1,0,0,0,0
17362,7,6,29.25,1300,1786,2254,0,0,0,0
17363,5,2,4.25,1200,-59,-80,0,0,0,0
17364,,,10.91,1200,-73,-74,0,0,0,0
17365,7,6,9.08,1200,328,,0,,0,
17366,6,8,21.33,1200,1717,,0,,0,
17367,2,4,9.33,1200,88,75,0,0,0,0
17368,4,8,8.66,1300,80,91,0,0,0,0
17369,,,14.75,1100,-8,-99,0,0,0,0
17370,3,9,3.33,1200,349,,0,,0,
17371,5,9,11.58,1200,64,49,1,0,1,0
17372,7,2,24.91,1200,211,286,0,0,0,0
17373,6,6,21,1200,219,627,0,0,0,0
17374,5,3,8.58,1200,94,-30,0,0,0,0
17375,,,6.25,1100,1233,1758,0,0,0,0
17376,,,8.25,1200,-49,,0,,0,
17377,7,1,18.91,1100,113,202,0,0,0,0
17378,,5,7,1300,-15,-1,0,0,0,0
17379,4,6,1.83,1200,-51,-58,0,0,0,0
17380,3,5,5.25,1300,45,588,0,0,0,0
17381,7,4,28.66,1200,675,816,0,0,0,0
17382,3,3,5.58,1200,7,293,0,0,0,0
17383,4,6,11.58,1200,-40,-84,0,0,0,0
17384,2,7,5.91,1300,326,289,0,0,0,0
17385,2,9,2.75,1200,401,812,0,0,0,0
17386,2,7,4.5,1100,88,242,0,0,0,0
17387,,,1.41,1200,-21,,0,,0,
17388,3,8,6.33,1300,596,858,0,0,0,0
17389,4,7,16,1200,-7,31,0,0,0,0
17390,7,3,1.58,1200,304,110,0,0,0,0
17391,,,2,1300,6,,0,,0,
17392,4,9,10.58,1200,727,901,0,0,0,0
17393,2,9,5.33,1200,180,497,0,1,0,0
17394,6,4,23.41,1200,-72,-73,0,1,0,0
17395,,,4.91,1300,500,243,1,1,0,0
17396,6,5,26.83,1300,-113,-285,0,0,0,0
17397,4,4,17.5,1200,26,148,0,0,0,0
17398,4,7,4.41,1200,1455,900,0,0,0,0
17399,,,4.41,1200,4,,0,,0,
17400,3,6,16.66,1300,-55,-123,0,0,0,0
17401,,,0.91,1200,-18,,0,,0,
17402,,,11.08,1200,-82,428,0,0,0,0
17403,4,9,1.58,1200,729,,0,,0,
17404,6,2,13.58,1200,509,374,0,0,0,0
17405,6,5,34.5,1300,-61,-38,0,0,0,0
17406,,,2.66,1100,424,109,1,1,0,0
17407,7,6,19.16,1200,118,95,0,0,0,0
17408,,,0.16,1300,165,156,0,0,0,0
17409,7,3,3.66,1200,-56,-44,0,0,0,0
17410,5,9,10.58,1200,-4,21,0,0,0,0
17411,5,6,9.66,1100,593,,0,,0,
17412,4,6,18.41,1200,-196,81,0,0,0,0
17413,,,3.58,1200,14,13,0,0,0,0
17414,7,4,0.91,1300,9,-14,0,0,0,0
17415,3,7,19.08,1300,36,41,0,0,0,0
17416,,,4.08,1100,-22,-19,0,0,0,0
17417,3,3,2.58,1200,-183,-75,0,1,0,1
17418,6,2,7.08,1200,-62,-65,0,0,0,0
17419,5,7,25,1200,-25,-25,0,0,0,0
17420,,5,1.5,1200,17,,0,,0,
17421,,,3.91,1200,-35,-56,0,1,0,0
17422,3,6,1.08,1100,-32,-87,0,0,0,0
17423,6,3,0.16,1200,-48,156,0,0,0,0
17424,7,9,8.41,1200,15,-65,0,0,0,0
17425,2,9,8.5,1200,52,219,0,0,0,0
17426,3,4,6.75,1200,179,94,0,0,0,0
17427,7,1,14.33,1200,172,235,0,0,0,0
17428,5,7,3.5,1200,351,193,0,0,0,0
17429,3,9,7.41,1200,139,107,0,0,0,0
17430,2,6,2,1200,-18,-21,0,0,0,0
17431,3,9,22.75,1200,98,164,1,1,0,0
17432,4,9,5.08,1200,48,334,0,0,0,0
17433,4,1,1.66,1200,-41,52,0,0,0,0
17434,2,6,9.75,1300,-79,-291,1,1,1,1
17435,5,6,40.16,1200,-149,-122,0,0,0,0
17436,,,5.08,1200,0,,0,,0,
17437,2,3,10.08,1200,-95,-96,0,0,0,0
17438,6,3,13.33,1100,-35,-15,0,0,0,0
17439,7,5,22.08,1300,254,296,0,0,0,0
17440,,,0.25,1300,16,,0,,0,
17441,6,4,15.66,1200,308,246,0,0,0,0
17442,2,1,5.25,1200,145,-157,0,0,0,0
17443,,,0.5,1200,-21,-8,0,0,0,0
17444,2,6,4,1200,20,84,0,0,0,0
17445,7,1,19.25,1100,769,1091,0,0,0,0
17446,,,7.58,1200,-46,-73,0,0,0,0
17447,4,7,6.66,1200,-18,23,0,0,0,0
17448,6,3,18.16,1200,-81,-109,0,0,0,0
17449,,,0.66,1200,39,273,0,0,0,0
17450,5,4,28.33,1200,570,1298,0,0,0,0
17451,,,3.08,1200,-70,-63,0,0,0,0
17452,,,1.5,1200,10,-41,0,0,0,0
17453,,,3,1200,-58,-13,0,0,0,0
17454,2,,6.66,1200,-61,-9,0,0,0,0
17455,4,7,14.5,1200,238,-41,0,1,0,0
17456,,,5.41,1200,-3,-13,0,0,0,0
17457,6,4,12.41,1200,-67,-68,0,0,0,0
17458,2,7,4.16,1300,834,-36,1,1,0,0
17459,,,30.75,1200,87,363,0,0,0,0
17460,4,9,2.58,1200,401,486,0,0,0,0
17461,4,4,6.75,1200,-121,-102,0,0,0,0
17462,,,29.25,1200,5,,0,,0,
17463,5,6,5.08,1200,375,157,0,0,0,0
17464,4,6,11.08,1200,356,733,0,0,0,0
17465,6,4,15.25,1200,-4,30,0,0,0,0
17466,3,8,6,1200,-97,55,0,0,0,0
17467,3,1,6.41,1300,-2,-2,0,0,0,0
17468,6,3,34.33,1100,156,-28,0,0,0,0
17469,2,4,6.16,1200,-162,-89,1,1,0,0
17470,7,1,29,1200,307,184,0,0,0,0
17471,,,0.83,1200,86,160,0,0,0,0
17472,4,8,3.58,1300,337,142,0,0,0,0
17473,5,6,5.41,1200,-50,13,0,1,0,0
17474,5,9,10.66,1300,-45,-45,0,0,0,0
17475,,,4.41,1200,-37,,0,,0,
17476,,,26.08,1200,330,301,0,0,0,0
17477,,,6.16,1200,-3,-34,0,0,0,0
17478,2,9,5.91,1200,-50,0,0,0,0,0
17479,6,1,16.16,1300,37,128,0,0,0,0
17480,5,,6,1200,-70,-53,0,0,0,0
17481,6,9,13,1300,68,106,0,0,0,0
17482,7,1,6.58,1200,-78,-24,0,1,0,0
17483,,,4.08,1300,15,,0,,0,
17484,4,8,9.25,1200,301,335,0,0,0,0
17485,4,9,21.5,1200,585,447,1,1,0,0
17486,5,9,8.5,1200,117,68,0,0,0,0
17487,2,5,4.75,1200,1,23,0,0,0,0
17488,4,6,23.91,1200,103,327,1,0,0,0
17489,7,9,0.58,1200,300,546,0,0,0,0
17490,,,5,1100,38,,0,,0,
17491,,,10.75,1200,-106,-114,0,0,0,0
17492,6,8,24.16,1200,-67,-92,0,0,0,0
17493,4,1,15.25,1300,-17,,0,,0,
17494,2,7,8.33,1200,102,185,0,0,0,0
17495,,,3.08,1200,178,,0,,0,
17496,4,7,11.41,1200,-33,-37,0,0,0,0
17497,,,4.5,1200,-14,,0,,0,
17498,,,0.91,1300,23,24,0,0,0,0
17499,,,6.16,1200,62,,0,,0,
17500,5,5,19.08,1100,142,,1,,1,
17501,,,0.25,1300,47,,0,,0,
17502,5,4,18.33,1200,-32,-27,0,0,0,0
17503,4,6,5.16,1100,-12,-58,0,0,0,0
17504,4,7,4.16,1200,95,199,0,0,0,0
17505,3,7,21.83,1200,129,410,0,0,0,0
17506,,,0.5,1200,8,,0,,0,
17507,7,9,1,1200,-16,-12,0,0,0,0
17508,,6,0.83,1300,-14,,0,,0,
17509,1,1,4.16,1200,130,67,0,0,0,0
17510,,,11.33,1200,19,-71,0,0,0,0
17511,4,1,0.83,1300,-55,-153,0,0,0,0
17512,2,6,4.33,1200,-19,-42,0,0,0,0
17513,6,1,15.08,1100,-30,-31,0,0,0,0
17514,,,3.25,1200,-176,,0,,0,
17515,3,7,4.16,1200,203,234,1,1,0,0
17516,2,6,0.25,1200,-2,-32,0,0,0,0
17517,6,4,20.66,1200,-31,29,0,0,0,0
17518,5,6,9.66,1200,18,-73,0,0,0,0
17519,3,9,4.41,1200,150,106,0,0,0,0
17520,2,7,1.33,1200,-5,,0,,0,
17521,,,1.16,1200,-5,-53,0,0,0,0
17522,6,5,31.33,1200,186,328,0,0,0,0
17523,4,7,30.08,1200,173,175,0,0,0,0
17524,1,5,2.41,1200,-6,6,0,1,0,0
17525,4,8,2.75,1200,32,,0,,0,
17526,3,7,4.58,1200,46,48,0,0,0,0
17527,4,9,7.83,1200,32,375,1,1,0,0
17528,7,3,19.16,1300,97,13,0,0,0,0
17529,2,8,6.41,1200,6,-6,1,1,0,0
17530,4,2,1.91,1200,-46,-64,0,0,0,0
17531,,,2.83,1200,5,-21,0,0,0,0
17532,6,9,9.25,1200,8,-2,0,0,0,0
17533,4,5,18.41,1100,-43,,0,,0,
17534,5,7,32.16,1200,-17,-20,0,0,0,0
17535,5,,7,1200,-63,-66,0,0,0,0
17536,4,6,2,1200,192,96,0,0,0,0
17537,6,3,7.33,1200,525,544,0,0,0,0
17538,4,6,18.08,1100,-54,-32,0,0,0,0
17539,2,9,1.33,1200,1299,959,1,1,1,1
17540,4,5,21.33,1200,-47,-41,0,0,0,0
17541,,,15.25,1200,-92,,0,,0,
17542,,,2.25,1200,-43,,0,,0,
17543,,,9.75,1200,-19,0,0,0,0,0
17544,3,6,4.16,1200,-8,-16,0,0,0,0
17545,6,4,11.41,1100,-208,-134,1,1,0,0
17546,2,5,1.5,1200,25,-94,1,1,0,0
17547,2,3,5.08,1200,11,391,0,0,0,0
17548,2,6,5.58,1200,307,-177,1,1,0,0
17549,7,6,31.66,1200,823,1429,0,0,0,0
17550,5,6,33.58,1300,-79,-17,0,0,0,0
17551,,,32.58,1200,293,236,0,0,0,0
17552,1,3,3.75,1200,-35,,0,,0,
17553,,,8.08,1200,20,47,0,0,0,0
17554,4,7,4.66,1200,-31,-31,0,0,0,0
17555,,7,7.41,1200,-7,16,0,0,0,0
17556,3,6,7,1200,-1,-107,0,0,0,0
17557,6,1,17.91,1200,-79,-146,0,0,0,0
17558,6,7,27.83,1200,-138,-83,1,1,1,0
17559,3,7,14.08,1200,247,390,0,0,0,0
17560,2,6,5.25,1200,141,121,1,1,0,0
17561,1,6,12.16,1200,150,171,1,1,0,0
17562,7,2,34.33,1100,-24,-47,0,0,0,0
17563,5,5,13.58,1200,490,281,0,0,0,0
17564,4,6,5.16,1200,5,7,0,0,0,0
17565,4,4,9.16,1100,29,-64,1,1,0,0
17566,5,6,30.91,1300,231,328,0,0,0,0
17567,1,3,5.58,1200,17,48,0,0,0,0
17568,7,1,1.91,1200,-23,4,0,0,0,0
17569,1,6,6.58,1200,9,11,1,1,0,0
17570,6,1,15.5,1300,137,107,0,0,0,0
17571,2,3,10.16,1100,8,,0,,0,
17572,,,3.08,1200,-8,,0,,0,
17573,,,7.91,1200,80,49,0,0,0,0
17574,2,9,6.08,1200,-24,269,1,1,0,0
17575,6,3,15.75,1200,60,59,0,0,0,0
17576,2,6,5.08,1200,-126,-94,0,1,0,0
17577,,,5.41,1200,-47,28,0,1,0,1
17578,2,3,5.5,1300,-64,-66,0,0,0,0
17579,7,1,18.58,1100,-114,-99,0,0,0,0
17580,6,5,14.58,1200,-70,-59,0,0,0,0
17581,3,1,6.58,1200,-65,-66,0,0,0,0
17582,2,,0.5,1200,42,-9,0,1,0,0
17583,3,4,4.66,1300,-31,-31,0,0,0,0
17584,4,8,14,1200,149,205,0,0,0,0
17585,4,8,10.66,1200,1632,1295,0,0,0,0
17586,7,1,7.91,1200,67,129,0,0,0,0
17587,,,6.91,1200,3,-17,0,0,0,0
17588,2,9,4,1300,-161,-76,0,0,0,0
17589,3,6,9.25,1200,44,32,0,0,0,0
17590,3,6,2.66,1300,630,599,0,0,0,0
17591,4,9,12.41,1200,434,453,0,0,0,0
17592,,4,2,1100,-80,-78,0,0,0,0
17593,5,8,12.58,1200,-95,-82,0,0,0,0
17594,,,16.66,1200,-79,,0,,0,
17595,5,9,11.33,1200,223,297,0,1,0,0
17596,3,4,2.25,1100,-69,,0,,0,
17597,3,4,19.08,1100,-21,-27,0,0,0,0
17598,,,3.25,1200,-1,-2,0,0,0,0
17599,5,8,10.83,1200,183,16,0,0,0,0
17600,3,6,9.91,1200,17,114,1,1,0,0
17601,3,7,9.25,1200,177,108,0,0,0,0
17602,4,6,7.91,1200,345,341,0,0,0,0
17603,2,6,9.58,1200,317,216,1,1,0,0
17604,,6,5.08,1200,-9,-9,0,0,0,0
17605,,,0.66,1100,-27,-30,0,0,0,0
17606,4,9,23.33,1200,1867,641,0,0,0,0
17607,3,8,12.16,1200,142,-61,0,0,0,0
17608,3,6,7.83,1200,84,270,0,0,0,0
17609,,,15.5,1200,-22,-47,0,0,0,0
17610,4,7,7.83,1200,88,-7,0,0,0,0
17611,4,9,11.58,1200,153,46,0,1,0,0
17612,6,5,37.41,1100,511,198,0,0,0,0
17613,6,7,15.91,1200,16,39,0,0,0,0
17614,,,33.66,1300,240,101,0,0,0,0
17615,3,9,14.91,1200,1328,1469,0,0,0,0
17616,3,,6.66,1200,152,211,0,0,0,0
17617,4,9,8.91,1200,1046,220,0,0,0,0
17618,2,6,2.25,1200,14,15,0,0,0,0
17619,5,4,5.75,1200,46,-2,0,0,0,0
17620,6,7,13.08,1200,-146,-179,0,0,0,0
17621,7,5,22.08,1200,311,288,0,0,0,0
17622,4,8,8.16,1300,963,1354,0,1,0,0
17623,4,7,2.66,1200,-28,,0,,0,
17624,4,6,17.16,1200,508,733,0,0,0,0
17625,3,3,6.5,1200,120,132,0,0,0,0
17626,3,8,16.83,1200,362,212,0,0,0,0
17627,,,0.83,1200,-47,-41,0,0,0,0
17628,7,6,33.83,1200,-18,-45,0,0,0,0
17629,,,7.08,1200,-26,,0,,0,
17630,3,5,10.58,1200,279,363,0,1,0,1
17631,3,7,6.33,1200,-98,-19,0,0,0,0
17632,2,5,2,1200,244,91,0,0,0,0
17633,3,9,14.5,1200,192,182,1,1,1,0
17634,,,14.08,1200,-55,-16,0,0,0,0
17635,5,6,17.08,1200,-197,-223,0,0,0,0
17636,3,6,3.08,1200,275,260,0,0,0,0
17637,3,3,0.91,1200,-29,95,0,0,0,0
17638,2,6,9.41,1200,-84,-69,0,1,0,0
17639,,,0.41,1200,-12,,0,,0,
17640,2,4,1.75,1200,-10,-47,0,0,0,0
17641,,,2.5,1200,-12,-67,0,0,0,0
17642,,,13.41,1200,-23,-19,0,0,0,0
17643,3,9,6.58,1200,635,493,0,0,0,0
17644,,,5.16,1200,186,371,0,0,0,0
17645,4,7,28.33,1200,252,,0,,0,
17646,2,4,4.58,1300,-14,55,0,0,0,0
17647,7,8,14.58,1200,89,126,0,0,0,0
17648,4,3,27.16,1200,286,45,0,0,0,0
17649,4,9,7.58,1200,344,16,0,0,0,0
17650,4,8,22.58,1200,354,416,0,0,0,0
17651,,,4.58,1200,-18,2,0,0,0,0
17652,,,25.91,1300,-162,-224,0,0,0,0
17653,5,7,20.25,1200,698,422,0,0,0,0
17654,5,9,25.08,1200,92,-7,0,0,0,0
17655,,3,3.33,1100,-66,-59,0,0,0,0
17656,6,1,6.58,1200,-71,-65,0,0,0,0
17657,7,8,5,1200,40,43,0,0,0,0
17658,6,9,1.75,1300,248,255,0,0,0,0
17659,3,6,4.41,1300,438,177,0,0,0,0
17660,6,5,5.66,1300,984,888,0,0,0,0
17661,3,8,17.5,1200,24,552,0,0,0,0
17662,4,6,11,1200,-20,-63,0,0,0,0
17663,4,3,10.91,1200,-73,-74,0,0,0,0
17664,4,7,14.91,1100,-97,-27,0,0,0,0
17665,3,6,14.75,1200,-3,-3,0,0,0,0
17666,4,7,5.66,1200,51,66,0,0,0,0
17667,6,3,31.33,1200,331,-83,0,0,0,0
17668,6,7,8.08,1200,-95,-103,0,0,0,0
17669,5,7,33.83,1300,91,16,0,0,0,0
17670,2,3,6.41,1200,179,82,0,1,0,1
17671,7,7,15,1200,-37,,0,,0,
17672,6,7,22.08,1200,-14,201,0,0,0,0
17673,2,6,4.5,1200,-213,-229,1,1,0,0
17674,4,6,7.33,1200,-5,,0,,0,
17675,7,4,25.83,1200,197,270,0,0,0,0
17676,,,3.33,1300,25,,0,,0,
17677,3,8,9.91,1200,4,404,0,0,0,0
17678,,,27.58,1200,41,74,0,0,0,0
17679,,,0.25,1200,-11,176,0,1,0,0
17680,3,7,3.58,1200,110,-19,0,0,0,0
17681,,,7.58,1200,340,,0,,0,
17682,7,6,31.58,1200,904,1076,0,0,0,0
17683,4,4,4.58,1300,95,113,0,1,0,0
17684,3,5,3.25,1100,114,117,0,0,0,0
17685,4,6,13.58,1200,712,483,1,1,0,0
17686,3,6,6.25,1200,184,3,1,1,0,0
17687,,,22.75,1300,204,62,0,0,0,0
17688,3,6,11.33,1200,660,446,0,0,0,0
17689,4,3,5.16,1200,-31,,1,,0,
17690,2,3,3.33,1200,215,81,0,1,0,0
17691,6,5,3.75,1300,61,110,0,0,0,0
17692,4,4,5.08,1200,-44,-16,0,0,0,0
17693,,,16.08,1200,-23,,0,,0,
17694,,,9,1100,-55,,0,,0,
17695,6,6,13.16,1300,-30,8,0,0,0,0
17696,4,1,4.16,1300,-55,-111,0,0,0,0
17697,,,3.5,1200,-29,-29,1,1,0,0
17698,6,2,30.08,1200,38,156,0,0,0,0
17699,5,1,12.08,1200,-35,,0,,0,
17700,2,5,6.75,1200,1146,641,0,0,0,0
17701,,,11.58,1100,428,552,0,0,0,0
17702,5,6,14.91,1200,154,123,0,0,0,0
17703,,,2.25,1200,-59,,0,,0,
17704,,,3.5,1300,-55,,0,,0,
17705,,,8.16,1200,-1,-18,0,0,0,0
17706,3,7,7.75,1200,-15,,0,,0,
17707,3,7,15.25,1200,177,256,1,1,0,0
17708,2,1,0.5,1200,-47,86,0,1,0,0
17709,1,,14.66,1200,-20,-37,0,1,0,0
17710,,,7.58,1100,284,385,0,0,0,0
17711,,,30.75,1200,629,552,0,0,0,0
17712,7,2,31.83,1200,238,-31,0,0,0,0
17713,3,3,4,1200,-48,-83,0,0,0,0
17714,6,3,17.75,1200,-18,-2,0,0,0,0
17715,,,12.91,1200,858,313,0,0,0,0
17716,7,1,22.08,1200,-31,-70,0,0,0,0
17717,4,3,18.58,1200,-97,-50,0,0,0,0
17718,4,6,9.5,1200,547,24,0,0,0,0
17719,7,9,8.58,1200,164,79,0,0,0,0
17720,,,3.66,1200,162,,0,,0,
17721,,,0.83,1200,-18,14,0,0,0,0
17722,4,3,1.75,1200,32,34,1,1,0,1
17723,,,6.16,1200,17,14,0,1,0,1
17724,5,8,3,1200,168,162,0,0,0,0
17725,,,15.33,1200,-55,-48,0,0,0,0
17726,,,1.25,1200,13,11,0,0,0,0
17727,,,0.66,1200,-70,,0,,0,
17728,4,,4.33,1200,-30,12,0,1,0,0
17729,2,3,6.58,1200,-130,,1,,0,
17730,3,6,2,1200,-2,14,0,1,0,1
17731,5,1,7.16,1100,28,-6,0,0,0,0
17732,7,6,9,1200,111,119,0,0,0,0
17733,1,3,4.16,1200,-24,-37,0,1,0,0
17734,,,25.16,1200,-116,-23,0,0,0,0
17735,,,7.33,1100,-13,,0,,0,
17736,3,4,4.58,1100,159,98,1,1,0,0
17737,6,4,3.16,1100,-17,-1,0,0,0,0
17738,5,6,23.16,1200,-110,-80,0,0,0,0
17739,,,21.25,1300,128,,0,,0,
17740,,9,20.91,1200,1128,,0,,0,
17741,5,3,13,1100,5,-115,0,0,0,0
17742,4,2,10.5,1100,-135,-37,0,0,0,0
17743,3,8,14.33,1200,290,453,1,1,0,0
17744,3,7,8.41,1100,193,-350,0,0,0,0
17745,4,9,26.66,1200,1171,2438,1,1,1,1
17746,6,4,20,1200,168,204,0,0,0,0
17747,3,8,8.66,1300,-2,29,1,1,0,0
17748,7,5,3.41,1200,-15,-21,0,0,0,0
17749,7,4,0.66,1300,-17,-42,0,0,0,0
17750,4,6,24.83,1200,130,200,0,0,0,0
17751,3,8,6.66,1200,1,-72,1,1,0,1
17752,5,4,10.91,1200,99,123,0,0,0,0
17753,4,4,5.58,1200,-153,-24,1,1,0,0
17754,4,3,6.83,1200,2,79,0,0,0,0
17755,2,6,5.5,1200,283,,0,,0,
17756,4,5,8.58,1200,172,283,0,0,0,0
17757,,,14.41,1200,87,,0,,0,
17758,6,5,20.58,1100,244,257,0,0,0,0
17759,2,9,4.75,1200,-59,-57,0,0,0,0
17760,4,5,3.75,1100,20,-34,0,0,0,0
17761,7,8,16.83,1200,236,234,0,0,0,0
17762,4,9,5.91,1200,-41,2,0,0,0,0
17763,2,4,3.08,1200,-96,-126,0,0,0,0
17764,4,6,14.75,1200,-55,-85,0,0,0,0
17765,,,3.5,1200,191,158,0,0,0,0
17766,7,6,3.5,1200,-15,74,0,0,0,0
17767,4,7,25.5,1300,-111,-104,0,0,0,0
17768,,,6.25,1200,344,284,0,0,0,0
17769,3,1,16.08,1200,-21,-37,0,0,0,0
17770,6,2,15.16,1200,895,917,0,0,0,0
17771,7,8,1.91,1200,-19,54,0,0,0,0
17772,3,7,1.16,1200,387,563,0,1,0,0
17773,,,12.83,1200,32,5,0,0,0,0
17774,1,2,4.5,1200,-165,,0,,0,
17775,1,8,2,1200,-109,,0,,0,
17776,3,4,21.33,1200,924,,0,,0,
17777,5,7,1.58,1200,-27,-26,0,0,0,0
17778,6,1,2.41,1200,-57,-51,0,0,0,0
17779,5,7,4.5,1200,-84,,0,,0,
17780,,,0.83,1200,1,,0,,0,
17781,,,1.91,1200,13,,0,,0,
17782,5,9,8,1200,-21,-48,0,0,0,0
17783,3,6,8.58,1200,370,564,0,0,0,0
17784,7,1,19.75,1200,-53,-59,0,0,0,0
17785,5,1,5.58,1100,73,,0,,0,
17786,6,7,8.83,1200,114,154,0,0,0,0
17787,,,4.83,1200,-7,,0,,0,
17788,,,2.41,1200,-2,,0,,0,
17789,7,6,2.83,1300,-62,-62,0,0,0,0
17790,,,0.83,1200,2,,0,,0,
17791,6,1,34.58,1100,39,17,0,0,0,0
17792,3,7,2.41,1200,-25,-37,0,0,0,0
17793,,,6.75,1300,-35,100,0,0,0,0
17794,5,7,28.16,1200,5,42,0,0,0,0
17795,2,9,1.25,1200,654,391,1,1,0,0
17796,3,7,11.33,1200,-11,-298,0,1,0,1
17797,2,9,2.41,1200,214,56,0,0,0,0
17798,,,8.75,1200,16,66,0,0,0,0
17799,2,6,9.66,1100,10,65,0,0,0,0
17800,4,7,9.83,1200,103,-79,0,0,0,0
17801,3,3,3.66,1200,0,-38,0,0,0,0
17802,,,10.41,1200,482,,0,,0,
17803,4,6,14.75,1200,-94,-95,0,1,0,0
17804,,1,6.25,1200,-160,-141,0,0,0,0
17805,5,9,21.16,1200,1094,378,1,1,1,0
17806,4,4,3.41,1100,-69,-27,1,1,0,0
17807,,,4.08,1200,-12,,0,,0,
17808,,,2.66,1200,-29,,0,,0,
17809,4,6,15.75,1200,195,576,0,0,0,0
17810,3,3,11.75,1300,117,145,0,0,0,0
17811,,,12.5,1300,41,50,0,0,0,0
17812,1,3,0.91,1200,-202,-193,1,1,0,0
17813,6,1,1.91,1200,-60,,0,,0,
17814,4,5,25,1200,328,364,0,0,0,0
17815,5,5,0.25,1200,-9,-1,0,0,0,0
17816,5,6,23.5,1200,27,26,0,0,0,0
17817,7,3,22.33,1200,302,,0,,0,
17818,5,8,23.91,1200,-118,-118,0,0,0,0
17819,2,4,2.16,1200,352,,0,,0,
17820,,,11.25,1100,-18,,0,,0,
17821,5,6,4.16,1200,-37,-58,0,1,0,0
17822,,,25.5,1200,56,-92,0,0,0,0
17823,4,7,11.75,1200,-22,124,0,0,0,0
17824,3,6,8,1200,238,289,0,0,0,0
17825,2,2,3.08,1300,-27,-15,0,0,0,0
17826,,,4.08,1200,256,736,1,1,0,0
17827,4,9,16.33,1200,312,217,0,0,0,0
17828,4,6,5.08,1200,-12,-92,0,1,0,0
17829,2,1,6.41,1300,-174,-34,0,0,0,0
17830,,,15.08,1200,321,451,0,1,0,0
17831,7,1,3.33,1300,-30,-29,0,0,0,0
17832,5,5,24.33,1100,120,241,0,0,0,0
17833,5,6,8.83,1200,469,381,1,1,0,0
17834,,5,10.75,1200,-23,-14,0,0,0,0
17835,4,6,15.66,1200,429,519,0,1,0,1
17836,5,7,28.66,1300,37,92,0,0,0,0
17837,6,8,29.83,1200,151,180,0,0,0,0
17838,,,6.91,1200,-52,-65,0,0,0,0
17839,5,6,31.33,1200,36,114,0,0,0,0
17840,,,4.5,1200,-3,,0,,0,
17841,,,5.5,1200,-19,-20,0,1,0,0
17842,4,9,15.75,1200,1386,3137,0,0,0,0
17843,,,5.83,1200,171,,1,,0,
17844,2,1,3.5,1300,-2,,1,,1,
17845,6,6,10.5,1200,-58,,0,,0,
17846,3,6,16.66,1300,48,68,0,0,0,0
17847,5,7,28.91,1200,372,378,0,0,0,0
17848,7,,19.91,1200,7,5,0,0,0,0
17849,7,3,1.66,1300,28,-5,0,0,0,0
17850,,,4.25,1200,-29,,0,,0,
17851,2,2,1.16,1200,-100,-105,1,1,0,0
17852,7,7,38.16,1200,77,82,0,0,0,0
17853,4,9,3.58,1200,20,-18,0,0,0,0
17854,7,8,1,1200,285,189,0,0,0,0
17855,6,7,23.91,1200,60,54,0,0,0,0
17856,4,9,3.75,1200,42,-36,0,0,0,0
17857,4,3,20.66,1300,126,184,0,0,0,0
17858,3,4,9.16,1200,-64,29,0,0,0,0
17859,7,8,9.5,1200,506,489,0,0,0,0
17860,6,6,11,1200,-26,8,0,0,0,0
17861,3,6,4.41,1200,130,6,0,1,0,0
17862,2,3,1.91,1200,-6,-46,0,0,0,0
17863,,,4.16,1200,-31,,0,,0,
17864,,,36.41,1300,-10,18,0,0,0,0
